idx,name,pattern,level,pen,seed,departSpeed,nCAV,nHDV,tripCAV,tripHDV,collisions,warnCAV,redViol,yellowCross,wasted,jStops,cannotStop,minH,cutins,ratio,uMinSteps,cmdSteps,nOpt,optWallMean,optWallMax,maxQueue,safetyPASS,effFlag
57,M57_all12_moderate_pen50_seed101,all12,moderate,0.50,101,0,36,36,99.5,89.8,0,0,0,0,0,0,0,0.01,34,1.000,108,17735,39,0.04,0.20,[3 1 4 2 4 1 4 2],1,1
48,M48_oneheavy_heavy_pen50_seed101,oneheavy,heavy,0.50,101,0,46,48,106.6,100.9,0,0,0,0,0,2,0,-0.01,45,1.000,340,29410,29,0.46,3.71,[4 11 5 3 4 0 3 0],0,1
